2533,東証1部,オエノンホールディングス(株)
2538,東証2部,ジャパン・フード＆リカー・アライアンス(株)
2540,東証1部,養命酒製造(株)
2551,名証2部,マルサンアイ(株)
2573,東証2部,北海道コカ・コーラボトリング(株)
2579,東証1部,コカ・コーラウエスト(株)
2580,東証1部,コカ・コーライーストジャパン(株)
2587,東証1部,サントリー食品インターナショナル(株)
2588,東証2部,(株)ウォーターダイレクト
2590,東証1部,ダイドードリンコ(株)
2593,東証1部,(株)伊藤園
2594,東証1部,キーコーヒー(株)
2597,東証1部,(株)ユニカフェ
2599,東証1部,ジャパンフーズ(株)
2602,東証1部,日清オイリオグループ(株)
2607,東証1部,不二製油(株)
2608,東証2部,ボーソー油脂(株)
2611,東証2部,攝津製油(株)
2612,東証1部,かどや製油(株)
2613,東証1部,(株)Ｊ?オイルミルズ
2651,東証1部,(株)ローソン
2652,マザーズ,(株)まんだらけ
2653,東証JQS,イオン九州(株)
2654,東証2部,(株)アスモ
2655,東証2部,マックスバリュ東北(株)
2656,東証JQS,(株)ベクター
2658,東証JQS,ウライ(株)
2659,東証1部,(株)サンエー
2660,東証1部,(株)キリン堂
2662,東証1部,(株)ダイユーエイト
2664,東証1部,(株)カワチ薬品
2665,東証2部,三井情報(株)
2666,東証JQS,(株)オートウェーブ
2667,東証JQS,(株)イメージ　ワン
2668,東証2部,タビオ(株)
2669,東証JQS,カネ美食品(株)
2670,東証1部,(株)エービーシー・マート
2673,東証JQS,夢みつけ隊(株)
2674,東証1部,(株)ハードオフコーポレーション
2675,東証2部,(株)ダイナック
2676,東証1部,高千穂交易(株)
2678,東証1部,アスクル(株)
2681,東証1部,(株)ゲオホールディングス
2683,東証2部,(株)魚喜
2685,東証1部,(株)アダストリアホールディングス
2686,名証2部,(株)ジーフット
2687,東証1部,(株)シー・ヴイ・エス・ベイエリア
2689,東証2部,(株)カワニシホールディングス
2692,東証1部,伊藤忠食品(株)
2693,東証JQS,ＹＫＴ(株)
2694,東証JQS,(株)ジー・テイスト
2695,東証1部,(株)くらコーポレーション
2698,東証1部,(株)キャンドゥ
2700,東証JQS,木徳神糧(株)
2702,東証JQS,日本マクドナルドホールディングス(株)
2703,東証JQS,日本ライトン(株)
2705,東証JQS,(株)大戸屋ホールディングス
2706,東証JQS,(株)ブロッコリー
2708,東証JQS,(株)久世
2710,東証JQS,(株)シーエスロジネット
2712,東証JQS,スターバックス　コーヒー　ジャパン(株)
2714,東証JQS,プラマテルズ(株)
2715,東証1部,エレマテック(株)
2719,東証2部,(株)キタムラ
2721,東証JQS,(株)ジェイホールディングス
2722,東証JQS,(株)アイケイ
2724,東証JQG,インスパイアー(株)
2726,東証1部,(株)パル
2729,東証1部,(株)ＪＡＬＵＸ
2730,東証1部,(株)エディオン
2733,東証1部,(株)あらた
2734,東証1部,(株)サーラコーポレーション
2735,東証1部,(株)ワッツ
2736,東証JQS,(株)サダマツ
2737,東証1部,(株)トーメンデバイス
2742,東証JQS,(株)ハローズ
2743,東証JQS,ハイブリッド・サービス(株)
2747,東証JQS,北雄ラッキー(株)
2749,東証1部,(株)ＪＰホールディングス
2750,東証JQS,石光商事(株)
2751,東証JQS,(株)テンポスバスターズ
2752,東証JQS,(株)フジオフードシステム
2753,東証1部,(株)あみやき亭
2754,東証JQS,(株)東葛ホールディングス
2759,東証JQS,(株)アイフラッグ
2760,東証1部,東京エレクトロン　デバイス(株)
2761,東証JQS,トシン・グループ(株)
2762,東証2部,(株)三光マーケティングフーズ
2763,東証JQS,(株)エフティコミュニケーションズ
2764,東証1部,(株)ひらまつ
2766,マザーズ,日本風力開発(株)
2767,東証JQS,フィールズ(株)
2768,東証1部,双日(株)
2769,東証JQS,(株)ヴィレッジヴァンガードコーポレーション
2772,東証1部,ゲンキー(株)
2773,東証JQS,(株)ミューチュアル
2776,東証JQS,(株)クリムゾン
2777,東証JQS,(株)カッシーナ・イクスシー
2778,東証JQS,(株)パレモ
2780,東証2部,(株)コメ兵
2782,東証JQS,(株)セリア
2784,東証1部,アルフレッサ　ホールディングス(株)
2786,東証2部,(株)サッポロドラッグストアー
2788,マザーズ,アップルインターナショナル(株)
2789,東証JQS,(株)カルラ
2790,東証JQS,(株)ナフコ
2791,東証1部,大黒天物産(株)
2792,東証1部,(株)ハニーズ
2795,東証JQS,日本プリメックス(株)
